<Sentence id='1'>
1	कामू	NNP	<fs af='कामू,n,m,sg,3,d,0,0' drel='spr:-' name='कामू' chunkId='NP' chunkType='head:NP' posn='10'>
2	-	SYM	<fs af='-,punc,,,,,,' name='-' chunkId='BLK' chunkType='head:BLK' posn='20'>
3	क्या	WQ	<fs af='क्या,pn,,,,,,' drel='mod__wq:बात' name='क्या' chunkType='child:NP2' posn='30'>
4	बात	NN	<fs af='बात,n,f,sg,3,d,0,0' drel='k1:है' name='बात' chunkId='NP2' chunkType='head:NP2' posn='40'>
5	है	VM	<fs af='है,v,any,sg,3,,है,hE' drel='spn:-' name='है' chunkId='VGF' chunkType='head:VGF' stype='interrogative' voicetype='active' posn='50'>
6	बडे	NNC	<fs af='बडा,adj,m,sg,,d,,' drel='pof__cn:बाबू' name='बडे' chunkType='child:NP3' posn='60'>
7	बाबू	NN	<fs af='बाबू,n,m,sg,3,d,0,0' drel='rad:है' name='बाबू' chunkId='NP3' chunkType='head:NP3' posn='70'>
8	माथे	NN	<fs af='माथा,n,m,sg,3,o,0_पर,0' drel='nmod:हाथ' vpos='vib_2' name='माथे' chunkId='NP4' chunkType='head:NP4' posn='80'>
9	पर	PSP	<fs af='पर,psp,,,,,,' drel='lwg__psp:माथे' name='पर' chunkType='child:NP4' posn='90'>
10	हाथ	NN	<fs af='हाथ,n,m,sg,3,d,0,0' drel='vmod:है' name='हाथ' chunkId='NP5' chunkType='head:NP5' posn='100'>
11	।	SYM	<fs af='।,punc,,,,,,' drel='rsym:-' name='।' chunkId='BLK2' chunkType='head:BLK2' posn='110'>
</Sentence>

<Sentence id='2'>
1	अभी	PRP	<fs af='अभी,pn,,,,d,,' drel='k7t:है' name='अभी' chunkId='NP' chunkType='head:NP' posn='10'>
2	तो	RP	<fs af='तो,avy,,,,,,' drel='lwg__rp:अभी' name='तो' chunkType='child:NP' posn='20'>
3	दिन	NN	<fs af='दिन,n,m,sg,3,o,0_का,0' drel='r6:शुरूआत' vpos='vib_2' name='दिन' chunkId='NP2' chunkType='head:NP2' posn='30'>
4	की	PSP	<fs af='का,psp,f,sg,,d,,' drel='lwg__psp:दिन' name='की' chunkType='child:NP2' posn='40'>
5	शुरूआत	NN	<fs af='शुरूआत,n,f,sg,3,d,0,0' drel='k1:है' name='शुरूआत' chunkId='NP3' chunkType='head:NP3' posn='50'>
6	है	VM	<fs af='है,v,any,sg,3,,है,hE' name='है' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='60'>
7	।	SYM	<fs af='।,punc,,,,,,' drel='rsym:है' name='।' chunkId='BLK' chunkType='head:BLK' posn='70'>
</Sentence>

<Sentence id='3'>
1	साहब	NN	<fs af='साहब,n,m,sg,3,o,0_से,0' drel='k2:पड़' vpos='vib_2' name='साहब' chunkId='NP' chunkType='head:NP' posn='10'>
2	से	PSP	<fs af='से,psp,,,,,,' drel='lwg__psp:साहब' name='से' chunkType='child:NP' posn='20'>
3	फटकार	NN	<fs af='फटकार,n,f,sg,3,d,0,0' drel='pof:पड़' name='फटकार' chunkId='NP2' chunkType='head:NP2' posn='30'>
4	पड़	VM	<fs af='पड,v,any,sg,any,,0_जा+या1,0' vpos='tam_2' name='पड़' chunkId='VGF' chunkType='head:VGF' stype='interrogative' voicetype='active' posn='40'>
5	गयी	VAUX	<fs af='जा,v,f,sg,any,,या1,yA1' drel='lwg__vaux:पड़' name='गयी' chunkType='child:VGF' posn='50'>
6	क्या	WQ	<fs af='क्या,pn,,,,,,' drel='adv:पड़' name='क्या' chunkId='RBP' chunkType='head:RBP' posn='60'>
7	?	SYM	<fs af='?,punc,,,,,,' drel='rsym:पड़' name='?' chunkId='BLK' chunkType='head:BLK' posn='70'>
</Sentence>

<Sentence id='4'>
1	बड़े	NNC	<fs af='बड़ा,adj,m,sg,,d,,' drel='pof__cn:बाबू' name='बड़े' chunkType='child:NP' posn='10'>
2	बाबू	NN	<fs af='बाबू,n,m,sg,3,d,0,0' drel='spr:-' name='बाबू' chunkId='NP' chunkType='head:NP' posn='10'>
3	-	SYM	<fs af='-,punc,,,,,,' name='-' chunkId='BLK' chunkType='head:BLK' posn='20'>
4	कोई	PRP	<fs af='कोई,pn,any,sg,3,d,0,0' drel='mod:काम' name='कोई' chunkType='child:NP2' posn='30'>
5	काम	NN	<fs af='काम,n,m,sg,3,d,0,0' drel='k1:है' name='काम' chunkId='NP2' chunkType='head:NP2' posn='40'>
6	है	VM	<fs af='है,v,any,sg,3,,है,hE' drel='vmod:बोलो' name='है' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='50'>
7	तो	CC	<fs af='तो,avy,,,,,,' drel='spn:-' name='तो' chunkId='CCP' chunkType='head:CCP' posn='60'>
