<Sentence id='1'>
1	भवानीनन्दन	NNP	<fs af='भवानीनन्दन,n,m,sg,3,d,0,0' drel='k1:पसर' name='भवानीनन्दन' chunkId='NP' chunkType='head:NP' posn='10'>
2	दफ्तर	NN	<fs af='दफ्तर,n,m,sg,3,o,0_से,0' drel='k5:आते' vpos='vib_2' name='दफ्तर' chunkId='NP2' chunkType='head:NP2' posn='20'>
3	से	PSP	<fs af='से,psp,,,,,,' drel='lwg__psp:दफ्तर' name='से' chunkType='child:NP2' posn='30'>
4	आते	VM	<fs af='आ,v,m,sg,any,,ता,wA' drel='vmod:पसर' name='आते' chunkId='VGNF' chunkType='head:VGNF' posn='40'>
5	ही	RP	<fs af='ही,avy,,,,,,' drel='lwg__rp:आते' name='ही' chunkType='child:VGNF' posn='50'>
6	कमरे	NN	<fs af='कमरा,n,m,sg,3,o,0_में,0' drel='k7p:बिछी' vpos='vib_2' name='कमरे' chunkId='NP3' chunkType='head:NP3' posn='60'>
7	में	PSP	<fs af='में,psp,,,,,,' drel='lwg__psp:कमरे' name='में' chunkType='child:NP3' posn='70'>
8	बिछी	VM	<fs af='बिछ,v,f,sg,any,,या,yA' drel='nmod__k1inv:चटाई' name='बिछी' chunkId='VGNF2' chunkType='head:VGNF2' posn='80'>
9	चटाई	NN	<fs af='चटाई,n,f,sg,3,o,0_पर,0' drel='k7p:पसर' vpos='vib_2' name='चटाई' chunkId='NP4' chunkType='head:NP4' posn='90'>
10	पर	PSP	<fs af='पर,psp,,,,,,' drel='lwg__psp:चटाई' name='पर' chunkType='child:NP4' posn='100'>
11	पसर	VM	<fs af='पसर,v,any,sg,3h,,0_जा+या1,0' vpos='tam_2' name='पसर' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='110'>
12	गये	VAUX	<fs af='जा,v,m,sg,3h,,या1,yA1' drel='lwg__vaux:पसर' name='गये' chunkType='child:VGF' posn='120'>
13	।	SYM	<fs af='।,punc,,,,,,' drel='rsym:पसर' name='।' chunkId='BLK' chunkType='head:BLK' posn='130'>
</Sentence>

<Sentence id='2'>
1	भवानीनन्दन	NNP	<fs af='भवानीनन्दन,n,m,sg,3,o,0_को,0' drel='k2:देखकर' vpos='vib_2' name='भवानीनन्दन' chunkId='NP' chunkType='head:NP' posn='10'>
2	को	PSP	<fs af='को,psp,,,,,,' drel='lwg__psp:भवानीनन्दन' name='को' chunkType='child:NP' posn='20'>
3	चारों	QC	<fs af='चार,num,any,pl,,any,,' drel='nmod__adj:खाने' name='चारों' chunkType='child:NP2' posn='30'>
4	खाने	NN	<fs af='खाना,n,m,pl,3,d,0,0' drel='jjmod:चित' name='खाने' chunkId='NP2' chunkType='head:NP2' posn='40'>
5	चित	JJ	<fs af='चित,adj,any,any,,,,' drel='pof:देखकर' name='चित' chunkId='JJP' chunkType='head:JJP' posn='50'>
6	पसरा	VM	<fs af='पसर,v,m,sg,any,,या,yA' drel='vmod:देखकर' name='पसरा' chunkId='VGNF' chunkType='head:VGNF' posn='60'>
7	देखकर	VM	<fs af='देख,v,any,any,any,,कर,kara' drel='vmod:हो' name='देखकर' chunkId='VGNF2' chunkType='head:VGNF2' posn='70'>
8	पुष्पा	NNP	<fs af='पुष्पा,n,f,sg,3,o,0_का,0' drel='r6:चुन्नी' vpos='vib_2' name='पुष्पा' chunkId='NP3' chunkType='head:NP3' posn='80'>
9	की	PSP	<fs af='का,psp,f,sg,,d,,' drel='lwg__psp:पुष्पा' name='की' chunkType='child:NP3' posn='90'>
10	चुन्नी	NN	<fs af='चुन्नी,n,f,sg,3,d,0,0' drel='k1:हो' name='चुन्नी' chunkId='NP4' chunkType='head:NP4' posn='100'>
11	खड़ी	JJ	<fs af='खड़ा,adj,f,sg,,,,' drel='pof:हो' name='खड़ी' chunkId='JJP2' chunkType='head:JJP2' posn='110'>
12	हो	VM	<fs af='हो,v,any,sg,any,,0_जा+या1,0' vpos='tam_2' name='हो' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='120'>
13	गयी	VAUX	<fs af='जा,v,f,sg,any,,या1,yA1' drel='lwg__vaux:हो' name='गयी' chunkType='child:VGF' posn='130'>
14	।	SYM	<fs af='।,punc,,,,,,' drel='rsym:हो' name='।' chunkId='BLK' chunkType='head:BLK' posn='140'>
</Sentence>

<Sentence id='3'>
1	वह	PRP	<fs af='वह,pn,any,sg,3,d,0,0' drel='k1:लायी' name='वह' chunkId='NP' chunkType='head:NP' posn='10'>
2	दौड़कर	VM	<fs af='दौड,v,any,any,any,,कर,kara' drel='vmod:लायी' name='दौड़कर' chunkId='VGNF' chunkType='head:VGNF' posn='20'>
3	लोटे	NN	<fs af='लोटा,n,m,sg,3,o,0_में,0' drel='k7p:लायी' vpos='vib_2' name='लोटे' chunkId='NP2' chunkType='head:NP2' posn='30'>
4	में	PSP	<fs af='में,psp,,,,,,' drel='lwg__psp:लोटे' name='में' chunkType='child:NP2' posn='40'>
5	पानी	NN	<fs af='पानी,n,m,sg,3,d,0,0' drel='k2:लायी' name='पानी' chunkId='NP3' chunkType='head:NP3' posn='50'>
6	लायी	VM	<fs af='ला,v,f,sg,any,,या,yA' drel='ccof:और' name='लायी' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='60'>
7	और	CC	<fs af='और,avy,,,,,,' name='और' chunkId='CCP' chunkType='head:CCP' posn='70'>
8	आंचल	NN	<fs af='आंचल,n,m,sg,3,d,0,0' drel='k2:भीगोकर' name='आंचल' chunkId='NP4' chunkType='head:NP4' posn='80'>
9	पानी	NN	<fs af='पानी,n,m,sg,3,o,0_में,0' drel='k7p:भीगोकर' vpos='vib_2' name='पानी2' chunkId='NP5' chunkType='head:NP5' posn='90'>
10	में	PSP	<fs af='में,psp,,,,,,' drel='lwg__psp:पानी2' name='में2' chunkType='child:NP5' posn='100'>
11	भीगोकर	VM	<fs af='भीगो,v,any,any,any,,कर,kara' drel='vmod:कहने' name='भीगोकर' chunkId='VGNF2' chunkType='head:VGNF2' posn='110'>
12	भवानीनन्दन	NNP	<fs af='भवानीनन्दन,n,m,sg,3,o,0_का,0' drel='r6:माथा' vpos='vib_2' name='भवानीनन्दन' chunkId='NP6' chunkType='head:NP6' posn='120'>
13	का	PSP	<fs af='का,psp,m,sg,,d,,' drel='lwg__psp:भवानीनन्दन' name='का' chunkType='child:NP6' posn='130'>
14	माथा	NN	<fs af='माथा,n,m,sg,3,d,0,0' drel='k2:पोंछते' name='माथा' chunkId='NP7' chunkType='head:NP7' posn='140'>
15	पोंछते	VM	<fs af='पोंछ,v,m,sg,any,,ता_हो+या,wA' drel='vmod:कहने' vpos='tam_2' name='पोंछते' chunkId='VGNF3' chunkType='head:VGNF3' posn='150'>
16	हुए	VAUX	<fs af='हो,v,m,sg,any,,या,yA' drel='lwg__vaux:पोंछते' name='हुए' chunkType='child:VGNF3' posn='160'>
17	कहने	VM	<fs af='कह,v,any,sg,any,,ना_लग+या,nA' drel='ccof:और' vpos='tam_2' name='कहने' chunkId='VGF2' chunkType='head:VGF2' stype='declarative' voicetype='active' posn='170'>
18	लगी	VAUX	<fs af='लग,v,f,sg,any,,या,yA' drel='lwg__vaux:कहने' name='लगी' chunkType='child:VGF2' posn='180'>
19	क्यों	WQ	<fs af='क्यों,pn,,,,,,' drel='adv:डूबे' name='क्यों' chunkId='RBP' chunkType='head:RBP' posn='190'>
20	चिन्ता	NN	<fs af='चिन्ता,n,f,sg,3,o,0_में,0' drel='k7:डूबे' vpos='vib_2' name='चिन्ता' chunkId='NP8' chunkType='head:NP8' posn='200'>
21	में	PSP	<fs af='में,psp,,,,,,' drel='lwg__psp:चिन्ता' name='में3' chunkType='child:NP8' posn='210'>
22	डूबे	VM	<fs af='डूब,v,m,sg,2,,या_रह+ता_है+ओ,yA' drel='k2:कहने' vpos='tam_2_3' name='डूबे' chunkId='VGF3' chunkType='head:VGF3' stype='declarative' voicetype='active' posn='220'>
23	रहते	VAUX	<fs af='रह,v,m,sg,any,,ता,wA' drel='lwg__vaux:डूबे' name='रहते' chunkType='child:VGF3' posn='230'>
24	हो	VAUX	<fs af='है,v,any,sg,2,,ओ,aO' drel='lwg__vaux_cont:रहते' name='हो' chunkType='child:VGF3' posn='240'>
25	।	SYM	<fs af='।,punc,,,,,,' drel='rsym:और' name='।' chunkId='BLK' chunkType='head:BLK' posn='250'>
</Sentence>

<Sentence id='5'>
1	ठीक	JJ	<fs af='ठीक,adj,any,any,,,,' drel='vmod:है' name='ठीक' chunkId='JJP' chunkType='head:JJP' posn='10'>
2	है	VM	<fs af='है,v,any,sg,3,,है,hE' drel='ccof:NULL' name='है' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='20'>
3	NULL	CC	<fs af='NULL,avy,,,,,,' name='NULL' chunkId='NULL__CCP' chunkType='head:NULL__CCP' mtype='non-gap'>
4	योग्य	JJ	<fs af='योग्य,adj,any,any,,,,' drel='pof:हो' name='योग्य' chunkId='JJP2' chunkType='head:JJP2' posn='30'>
5	हो	VM	<fs af='है,v,any,sg,2,,ओ,aO' drel='ccof:NULL' name='हो' chunkId='VGF2' chunkType='head:VGF2' stype='declarative' voicetype='active' posn='40'>
6	।	SYM	<fs af='।,punc,,,,,,' drel='rsym:NULL' name='।' chunkId='BLK' chunkType='head:BLK' posn='50'>
</Sentence>

<Sentence id='6'>
1	तुम	PRP	<fs af='तुम,pn,any,sg,2,d,0,0' drel='k1:हो' name='तुम' chunkId='NP' chunkType='head:NP' posn='10'>
2	अपनी	PRP	<fs af='अपना,pn,f,any,any,o,0,0' drel='r6:योग्यता' name='अपनी' chunkId='NP2' chunkType='head:NP2' posn='20'>
3	योग्यता	NN	<fs af='योग्यता,n,f,sg,3,o,0_को,0' drel='k2:लगाकर' vpos='vib_2' name='योग्यता' chunkId='NP3' chunkType='head:NP3' posn='30'>
4	को	PSP	<fs af='को,psp,,,,,,' drel='lwg__psp:योग्यता' name='को' chunkType='child:NP3' posn='40'>
5	रचनात्मक	JJ	<fs af='रचनात्मक,adj,any,any,,o,,' drel='nmod__adj:कामों' name='रचनात्मक' chunkType='child:NP4' posn='50'>
6	कामों	NN	<fs af='काम,n,m,pl,3,o,0_में,0' drel='k7:लगाकर' vpos='vib_3' name='कामों' chunkId='NP4' chunkType='head:NP4' posn='60'>
7	में	PSP	<fs af='में,psp,,,,,,' drel='lwg__psp:कामों' name='में' chunkType='child:NP4' posn='70'>
8	लगाकर	VM	<fs af='लगा,v,any,any,any,,कर,kara' drel='vmod:हो' name='लगाकर' chunkId='VGNF' chunkType='head:VGNF' posn='80'>
9	चिन्ता	JJC	<fs af='चिन्ता,n,f,sg,3,d,0,0' drel='mod:मुक्त' name='चिन्ता' chunkType='child:JJP' posn='90'>
10	मुक्त	JJ	<fs af='मुक्त,adj,any,any,,,,' drel='k1s:हो' name='मुक्त' chunkId='JJP' chunkType='head:JJP' posn='100'>
11	तो	RP	<fs af='तो,avy,,,,,,' drel='lwg__rp:मुक्त' name='तो' chunkType='child:JJP' posn='110'>
12	हो	VM	<fs af='हो,v,m,sg,2,,0_सक+ता_है+ओ,0' vpos='tam_2_3' name='हो' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='120'>
13	सकते	VAUX	<fs af='सक,v,m,sg,any,,ता,wA' drel='lwg__vaux:हो' name='सकते' chunkType='child:VGF' posn='130'>
14	हो	VAUX	<fs af='है,v,any,sg,2,,ओ,aO' drel='lwg__vaux_cont:सकते' name='हो2' chunkType='child:VGF' posn='140'>
15	।	SYM	<fs af='।,punc,,,,,,' drel='rsym:हो' name='।' chunkId='BLK' chunkType='head:BLK' posn='150'>
</Sentence>

<Sentence id='7'>
1	भवानीनन्दन	NNP	<fs af='भवानीनन्दन,n,m,sg,3,d,0,0' drel='spr:-' name='भवानीनन्दन' chunkId='NP' chunkType='head:NP' posn='10'>
2	-	SYM	<fs af='-,punc,,,,,,' name='-' chunkId='BLK' chunkType='head:BLK' posn='20'>
3	थोड़ा	QF	<fs af='थोडा,adj,m,sg,,d,,' drel='nmod__adj:शान्ति' name='थोड़ा' chunkType='child:NP2' posn='30'>
4	शान्ति	NN	<fs af='शान्ति,n,f,sg,3,d,0,0' drel='k2:रखो' name='शान्ति' chunkId='NP2' chunkType='head:NP2' posn='40'>
5	रखो	VM	<fs af='रख,v,any,sg,2,,ओ,ao' drel='spn:-' name='रखो' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='50'>
6	।	SYM	<fs af='।,punc,,,,,,' drel='rsym:-' name='।' chunkId='BLK2' chunkType='head:BLK2' posn='60'>
</Sentence>

<Sentence id='8'>
1	पुष्पा	NNP	<fs af='पुष्पा,n,f,sg,3,d,0,0' drel='spr:-' name='पुष्पा' chunkId='NP' chunkType='head:NP' posn='10'>
2	-	SYM	<fs af='-,punc,,,,,,' name='-' chunkId='BLK' chunkType='head:BLK' posn='20'>
3	क्यों	WQ	<fs af='क्यों,pn,,,,,,' drel='adv:घुटते' name='क्यों' chunkId='RBP' chunkType='head:RBP' posn='30'>
