<Sentence id='1'>			
1	((	NP	<fs   drel='r6:NP2'  name='NP'>
1.1	vqMxAvana	NNP	<fs af='vqMxAvana,n,m,sg,3,o,0,0' posn='10'  name='वृंदावन'>
1.2	ke	PSP	<fs af='kA,psp,m,sg,,o,,' posn='20'  name='के'>
	))
2	((	NP	<fs   drel='nmod:NP3'  name='NP2'>
2.1	rAsAcArya	NN	<fs af='rAsAcArya,n,m,sg,3,o,00,' posn='30'  name='रासाचार्य'>
	))
3	((	NP	<fs   name='NP3'  drel='k4:VGF'>
3.1	svAmI	NNC	<fs af='svAmI,n,m,sg,3,d,0,0' posn='40'  name='स्वामी'>
3.2	haragoviMxa	NNPC	<fs af='haragoviMxa,n,m,sg,3,d,0,0' name='हरगोविंद'  posn='50'>
3.3	SarmA	NNP	<fs af='SarmA,n,any,sg,3,o,0,0' name='शर्मा'  posn='60'>
3.4	ko	PSP	<fs af='ko,psp,,,,,,' name='को'  posn='70'>
	))
4	((	NP	<fs   drel='k7t:VGF'  name='NP4'>
4.1	buXavAra	NNP	<fs af='buXavAra,n,m,sg,3,o,0,0' name='बुधवार'  posn='80'>
4.2	ko	PSP	<fs af='ko,psp,,,,,,' posn='90'  name='को2'>
	))
5	((	NP	<fs   drel='jjmod:JJP'  name='NP5'>
5.1	rARtrapawi	NNP	<fs af='rARtrapawi,n,m,sg,3,d,0,0' posn='100'  name='राष्ट्रपति'>
5.2	Bavana	NN	<fs af='Bavana,n,m,sg,3,o,0,0' name='भवन'  posn='110'>
5.3	meM	PSP	<fs af='meM,psp,,,,,,' name='में'  posn='120'>
	))
6	((	JJP	<fs   name='JJP'  drel='nmod:NP6'>
6.1	Ayojiwa	JJ	<fs af='Ayojiwa,adj,any,any,,o,,' posn='130'  name='आयोजित'>
	))
7	((	NP	<fs   drel='k7:VGF'  name='NP6'>
7.1	alaMkaraNa	NNC	<fs af='alaMkaraNa,n,m,sg,3,d,0,0' name='अलंकरण'  posn='140'>
7.2	samAroha	NN	<fs af='samAroha,n,m,sg,3,o,0,0' posn='150'  name='समारोह'>
7.3	meM	PSP	<fs af='meM,psp,,,,,,' posn='160'  name='में2'>
	))
8	((	NP	<fs   name='NP7'  drel='k2:VGF'>
8.1	paxmaSrI	NNP	<fs af='paxmaSrI,n,m,sg,3,o,0,0' posn='170'  name='पद्मश्री'>
8.2	se	PSP	<fs af='se,psp,,,,,,' posn='180'  name='से'>
	))
