<Sentence id='1'>			
1	((	NP	<fs   name='NP'  drel='k7p:VGNN'>
1.1	Ayakara	NNPC	<fs af='Ayakara,n,m,sg,3,d,0,0' posn='10'  name='आयकर'>
1.2	Bavana	NNP	<fs af='Bavana,n,m,sg,3,o,0,0' posn='20'  name='भवन'>
1.3	meM	PSP	<fs af='meM,psp,,,,,,' name='में'  posn='30'>
	))
2	((	NP	<fs   name='NP2'  drel='r6:NP3'>
2.1	SukravAra	NNP	<fs af='SukravAra,n,m,sg,3,o,0,0' posn='40'  name='शुक्रवार'>
2.2	kI	PSP	<fs af='kA,psp,f,sg,,o,,' posn='50'  name='की'>
	))
3	((	NP	<fs   name='NP3'  drel='k7t:VGNN'>
3.1	SAma	NN	<fs af='SAma,n,f,sg,3,o,0,0' posn='60'  name='शाम'>
3.2	ko	PSP	<fs af='ko,psp,,,,,,' name='को'  posn='70'>
	))
4	((	NP	<fs   name='NP4'  drel='k1:VGNN'>
4.1	xo	QC	<fs af='xo,num,any,any,,any,,' posn='80'  name='दो'>
4.2	AwaMkiyoM	NN	<fs af='AwaMkI,n,m,pl,3,o,0,0' name='आतंकियों'  posn='90'>
4.3	ke	PSP	<fs af='kA,psp,,,,o,,' name='के'  posn='100'>
	))
5	((	JJP	<fs   name='JJP'  drel='pof:VGNN'>
5.1	xAKila	JJ	<fs af='xAKila,adj,any,any,,,,' name='दाखिल'  posn='110'>
	))
6	((	VGNN	<fs   name='VGNN'  drel='k7t:VGNF'>
6.1	hone	VM	<fs af='ho,v,any,any,any,o,nA,nA' name='होने'  posn='120'>
6.2	ke	PSP	<fs af='ke,psp,,,,,,' posn='130'  name='के2'>
6.3	bAxa	NST	<fs af='bAxa,nst,m,sg,3,d,,' posn='140'  name='बाद'>
	))
7	((	NP	<fs   name='NP5'  drel='pof:VGNF'>
7.1	SurU	NN	<fs af='SurU,n,m,sg,3,d,0,0' posn='150'  name='शुरू'>
	))
8	((	VGNF	<fs   name='VGNF'  drel='nmod__k2inv:NP11'>
8.1	huI	VM	<fs af='ho,v,f,sg,any,,yA,yA' posn='160'  name='हुई'>
	))
9	((	NP	<fs   drel='k1:VGNN2'  name='NP6'>
9.1	muTaBedZa	NN	<fs af='muTaBedZa,n,f,sg,3,d,0,0' name='मुठभेड़'  posn='170'>
	))
10	((	NP	<fs   name='NP7'  drel='k7t:VGNN2'>
10.1	25	QC	<fs af='25,num,any,any,,any,,' name='२५'  posn='180'>
10.2	GaMte	NN	<fs af='GaMtA,n,m,sg,3,o,0,0' posn='190'  name='घंटे'>
10.3	waka	PSP	<fs af='waka,psp,,,,,,' posn='200'  name='तक'>
	))
11	((	VGNN	<fs   name='VGNN2'  drel='k7t:VGF'>
11.1	calane	VM	<fs af='cala,v,any,any,any,o,nA,nA' posn='210'  name='चलने'>
11.2	ke	PSP	<fs af='ke,psp,,,,,,' posn='220'  name='के3'>
11.3	bAxa	NST	<fs af='bAxa,nst,m,sg,3,d,,' posn='230'  name='बाद2'>
	))
12	((	NP	<fs   drel='r6:NP11'  name='NP8'>
12.1	SanivAra	NNP	<fs af='SanivAra,n,m,sg,3,o,0,0' name='शनिवार'  posn='240'>
12.2	kI	PSP	<fs af='kA,psp,f,sg,,d,,' name='की2'  posn='250'>
	))
13	((	NP	<fs   name='NP9'  drel='k7t:VGF'>
13.1	SAma	NN	<fs af='SAma,n,f,sg,3,d,0,0' name='शाम2'  posn='260'>
	))
14	((	NP	<fs   drel='r6:NP11'  name='NP10'>
14.1	xUsare	QO	<fs af='xUsarA,num,m,sg,,o,,' name='दूसरे'  posn='270'>
14.2	AwaMkI	NN	<fs af='AwaMkI,n,m,sg,3,o,0,0' posn='280'  name='आतंकी'>
14.3	kI	PSP	<fs af='kA,psp,f,sg,,o,,' name='की3'  posn='290'>
	))
15	((	NP	<fs   name='NP11'  drel='vmod:VGF'>
15.1	mOwa	NN	<fs af='mOwa,n,f,sg,3,o,0,0' name='मौत'  posn='300'>
15.2	ke	PSP	<fs af='ke,psp,,,,,,' name='के4'  posn='310'>
15.3	sAWa	NST	<fs af='sAWa,nst,m,sg,3,d,,' name='साथ'  posn='320'>
	))
16	((	JJP	<fs   drel='pof:VGF'  name='JJP2'>
16.1	samApwa	JJ	<fs af='samApwa,adj,any,any,,,,' name='समाप्त'  posn='330'>
	))
17	((	VGF	<fs   stype='declarative'  name='VGF'  voicetype='active'>
17.1	ho	VM	<fs af='ho,v,any,any,any,,0,0' posn='340'  name='हो'>
17.2	gaI	VAUX	<fs af='jA,v,f,sg,any,,yA1,yA1' name='गई'  posn='350'>
	))
18	((	BLK	<fs   drel='rsym:VGF'  name='BLK'>
18.1	.	SYM	<fs af='।,punc,,,,,,' posn='360'  name='।'>
	))
</Sentence>			
<Sentence id='2'>			
1	((	CCP	<fs   name='CCP'>
1.1	hAlAMki	CC	<fs af='hAlAMki,avy,,,,,,' posn='10'  name='हालांकि'>
	))
2	((	NP	<fs   name='NP'  drel='k7t:VGF'>
2.1	pahale	NST	<fs af='pahale,nst,m,sg,3,d,,' posn='20'  name='पहले'>
	))
3	((	VGF	<fs   name='VGF'  drel='ccof:CCP'  stype='declarative'  voicetype='passive'>
3.1	mAnA	VM	<fs af='mAna,v,m,sg,any,,yA,yA' name='माना'  posn='30'>
3.2	jA	VAUX	<fs af='jA,v,any,any,any,,0,0' posn='40'  name='जा'>
3.3	rahA	VAUX	<fs af='raha,v,m,sg,any,,yA,yA' name='रहा'  posn='50'>
3.4	WA	VAUX	<fs af='WA,v,m,sg,any,,WA,WA' posn='60'  name='था'>
	))
4	((	CCP	<fs   name='CCP2'  drel='k2:VGF'>
4.1	ki	CC	<fs af='ki,avy,,,,,,' posn='70'  name='कि'>
	))
5	((	NP	<fs   drel='k2:VGF2'  name='NP2'>
5.1	xUsarA	QO	<fs af='xUsarA,num,m,sg,,d,,' name='दूसरा'  posn='80'>
5.2	AwaMkI	NN	<fs af='AwaMkI,n,m,sg,3,d,0,0' posn='90'  name='आतंकी'>
5.3	BI	RP	<fs af='BI,avy,,,,,,' name='भी'  posn='100'>
	))
6	((	VGF	<fs   voicetype='passive'  stype='declarative'  drel='ccof:CCP3'  name='VGF2'>
6.1	mArA	VM	<fs af='mAra,v,m,sg,any,,yA,yA' name='मारा'  posn='110'>
6.2	gayA	VAUX	<fs af='jA,v,m,sg,any,,yA1,yA1' name='गया'  posn='120'>
6.3	hE	VAUX	<fs af='hE,v,any,sg,3,,hE,hE' posn='130'  name='है'>
6.4	,	SYM	<fs af='COMMA,punc,,,,,,' name=','  posn='140'>
	))
7	((	CCP	<fs   name='CCP3'  drel='ccof:CCP2'>
7.1	lekina	CC	<fs af='lekina,avy,,,,,,' posn='150'  name='लेकिन'>
	))
8	((	NP	<fs   drel='k7t:VGF3'  name='NP3'>
8.1	SanivAra	NNP	<fs af='SanivAra,n,m,sg,3,d,0,0' posn='160'  name='शनिवार'>
8.2	subaha	NN	<fs af='subaha,n,f,sg,3,d,0,0' posn='170'  name='सुबह'>
	))
9	((	NP	<fs   drel='k7t:VGF3'  name='NP4'  coref=':NP7'>
9.1	jaba	PRP	<fs af='jaba,pn,,,,d,,' posn='180'  name='जब'>
	))
10	((	NP	<fs   name='NP5'  drel='k1:VGF3'>
10.1	javAna	NN	<fs af='javAna,n,m,pl,3,d,0,0' name='जवान'  posn='190'>
	))
11	((	NP	<fs   name='NP6'  drel='k7p:VGF3'>
11.1	imArawa	NN	<fs af='imArawa,n,f,sg,3,o,0,0' name='इमारत'  posn='200'>
11.2	meM	PSP	<fs af='meM,psp,,,,,,' name='में'  posn='210'>
	))
12	((	JJP	<fs   name='JJP'  drel='pof:VGF3'>
12.1	xAKila	JJ	<fs af='xAKila,adj,any,any,,,,' name='दाखिल'  posn='220'>
	))
13	((	VGF	<fs   name='VGF3'  drel='k7t:NP7'  stype='declarative'  voicetype='active'>
13.1	hue	VM	<fs af='ho,v,m,pl,any,,yA,yA' name='हुए'  posn='230'>
	))
14	((	NP	<fs   drel='k7t:VGF4'  name='NP7'>
14.1	wo	PRP	<fs af='wo,pn,,,,,,' name='तो'  posn='240'>
	))
